,조사기준일,시도,행정구,"교육
(지원)청",학교급,"고등학교
유형",운영상특례,"학교
세부유형",학교명,본분교,설립,주야,"남녀공학
구분",상태,지역규모,통합구분,개교일,우편번호,주소,전화번호,팩스번호,홈페이지,편성학급수_계,1학년_학급수,2학년_학급수,3학년_학급수,4학년_학급수,5학년_학급수,6학년_학급수,학생수_총계_계,학생수_총계_남,학생수_총계_여,1학년_학생수_계,1학년_학생수_남,1학년_학생수_여,2학년_학생수_계,2학년_학생수_남,2학년_학생수_여,3학년_학생수_계,3학년_학생수_남,3학년_학생수_여,4학년_학생수_계,4학년_학생수_남,4학년_학생수_여,5학년_학생수_계,5학년_학생수_남,5학년_학생수_여,6학년_학생수_계,6학년_학생수_남,6학년_학생수_여,"학급당
 학생수",교원수_총계_계,교원수_총계_남,교원수_총계_여,교원수_정규교원_계,교원수_정규교원_남,교원수_정규교원_여,교원수_정규_교장_계,교원수_정규_교장_남,교원수_정규_교장_여,교원수_정규_교감_계,교원수_정규_교감_남,교원수_정규_교감_여,교원수_정규_수석_계,교원수_정규_수석_남,교원수_정규_수석_여,교원수_정규_보직_계,교원수_정규_보직_남,교원수_정규_보직_여,교원수_정규_일반_계,교원수_정규_일반_남,교원수_정규_일반_여,교원수_정규_특수_계,교원수_정규_특수_남,교원수_정규_특수_여,교원수_정규_상담_계,교원수_정규_상담_남,교원수_정규_상담_여,교원수_정규_사서_계,교원수_정규_사서_남,교원수_정규_사서_여,교원수_정규_실기_계,교원수_정규_실기_남,교원수_정규_실기_여,교원수_정규_보건_계,교원수_정규_보건_남,교원수_정규_보건_여,교원수_정규_영양_계,교원수_정규_영양_남,교원수_정규_영양_여,교원수_기간제_계,교원수_기간제_남,교원수_기간제_여,교원1인당 학생수,전체직원_계_x,전체직원_남,전체직원_여,정규직원_계,정규직원_남,정규직원_여,전체직원_계_y,"일반
교실","교과
교실","특별
교실",수준별교실,"기타
교실",교지면적,"학생
1인당
교지면적"
31,20231001,인천,중구,남부,초등학교,,해당없음,초등학교,인천영종초등학교,본교,공립,,,기존(원)교,특별/광역시,해당없음,19200922,224-06 ,인천광역시 중구 하늘달빛로 133 . 인천영종초등학교 (중산동),032-627-9961,032-746-0998,http://yj.icees.kr/,51,7,8,7,10,9,10,1384,710,674,211,118,93,212,114,98,197,90,107,248,128,120,256,134,122,260,126,134,27.1,70,18,52,67,18,49,1.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,11.0,3.0,8.0,47.0,13.0,34.0,2.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,3,0,3,19.8,30,3,27,5,0,5,27,54,0,6,0,5,15125,12.1
32,20231001,인천,옹진군,남부,초등학교,,해당없음,초등학교,영흥초등학교,본교,공립,,,기존(원)교,도서벽지,해당없음,19340605,231-19 ,인천광역시 옹진군 영흥면 영흥로 440-8 (영흥면. 영흥초등학교),032-886-0435,032-886-0437,http://youngheung-e.icees.kr,13,3,2,2,2,2,2,195,102,93,30,12,18,30,16,14,30,16,14,35,24,11,33,15,18,37,19,18,15.0,19,12,7,18,12,6,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,6.0,5.0,1.0,8.0,5.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,0,1,10.3,9,1,8,2,1,1,10,14,0,1,0,0,19583,96.5
33,20231001,인천,중구,남부,초등학교,,해당없음,초등학교,인천용유초등학교,본교,공립,,,기존(원)교,특별/광역시,초등+중학,19351212,223-84 ,인천광역시 중구 남북로87번길 4 (남북동. 용유초등학교),032-510-6401,032-746-7597,http://yongyu.icees.kr/main.do,7,1,1,1,1,2,1,51,22,29,8,5,3,5,1,4,5,2,3,13,4,9,12,5,7,8,5,3,7.3,12,5,7,10,5,5,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,5.0,2.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,2,4.3,8,1,7,0,0,0,8,7,0,1,0,1,9710,183.2
34,20231001,인천,미추홀구,남부,초등학교,,해당없음,초등학교,인천용일초등학교,본교,공립,,,기존(원)교,특별/광역시,해당없음,19621105,222-08 ,인천광역시 미추홀구 인주대로 244 (용현동. 용일초등학교),032-874-0500,032-629-0813,http://yongil.icees.kr,26,4,4,3,4,5,6,484,247,237,78,31,47,75,38,37,59,31,28,78,46,32,104,53,51,90,48,42,18.6,38,9,29,34,8,26,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,8.0,3.0,5.0,20.0,4.0,16.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,4,1,3,12.7,21,3,18,5,2,3,21,35,3,4,0,6,15883,32.2
35,20231001,인천,미추홀구,남부,초등학교,,해당없음,초등학교,인천용정초등학교,본교,공립,,,기존(원)교,특별/광역시,해당없음,19730308,221-68 ,인천광역시 미추홀구 독정안길 26 (숭의동. 용정초등학교),032-868-2384,032-876-6133,http://inyj.icees.kr/main.do,15,3,2,3,2,3,2,240,115,125,38,14,24,44,19,25,41,25,16,38,25,13,47,20,27,32,12,20,16.0,22,7,15,21,7,14,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,3.0,2.0,9.0,3.0,6.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1,0,1,10.9,19,1,18,4,0,4,19,16,0,11,0,1,12538,51.4
36,20231001,인천,미추홀구,남부,초등학교,,해당없음,초등학교,인천용현초등학교,본교,공립,,,기존(원)교,특별/광역시,해당없음,19531101,221-87 ,인천광역시 미추홀구 낙섬동로 83 (용현동. 용현초등학교),032-629-0679,032-884-8160,http://iyh.icees.kr,50,8,9,8,7,8,10,1165,645,520,177,102,75,206,106,100,191,115,76,178,99,79,190,101,89,223,122,101,23.3,74,24,50,64,23,41,1.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,14.0,6.0,8.0,41.0,14.0,27.0,3.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,10,1,9,15.7,25,2,23,4,0,4,25,48,0,5,0,8,16567,14.0
37,20231001,인천,미추홀구,남부,초등학교,,해당없음,초등학교,인천용현남초등학교,본교,공립,,,기존(원)교,특별/광역시,해당없음,19850301,221-89 ,인천광역시 미추홀구 매소홀로 133 (용현동. 인천용현남초등학교),032-884-8468,032-881-4124,http://yhn.icees.kr/,43,6,8,6,7,8,8,1056,539,517,159,81,78,173,96,77,158,68,90,176,97,79,180,90,90,210,107,103,24.6,59,26,33,54,26,28,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,12.0,6.0,6.0,36.0,18.0,18.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,5,0,5,17.9,25,3,22,6,1,5,24,43,1,2,0,1,17722,16.5
38,20231001,인천,중구,남부,초등학교,,해당없음,초등학교,인천운서초등학교,본교,공립,,,기존(원)교,특별/광역시,해당없음,19530516,223-74 ,인천광역시 중구 운서2로 57 (운서동.인천운서초등학교),032-746-5095,032-746-2161,http://unseo.icees.kr,29,5,6,5,4,4,5,574,291,283,112,57,55,101,53,48,99,56,43,93,40,53,82,40,42,87,45,42,19.8,39,15,24,36,15,21,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,10.0,4.0,6.0,21.0,9.0,12.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3,0,3,14.7,14,1,13,3,0,3,15,36,5,6,0,0,13230,22.8
39,20231001,인천,동구,남부,초등학교,,해당없음,초등학교,영화초등학교,본교,사립,,,기존(원)교,특별/광역시,해당없음,18920901,225-64 ,인천광역시 동구 우각로 39 . 영화초등학교 (창영동. 영화관광경영고등학교. 영화초등학교),032-764-5131,032-763-4600,http://younghwa.icees.kr,13,2,2,3,2,2,2,301,161,140,58,29,29,55,28,27,68,40,28,51,29,22,33,16,17,36,19,17,23.2,15,5,10,14,5,9,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,5.0,2.0,3.0,7.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,20.1,5,2,3,4,2,2,3,13,0,6,0,0,8588,27.3
40,20231001,인천,옹진군,남부,초등학교,,해당없음,초등학교,인천주안남초등학교승봉분교장,분교장,공립,,,기존(원)교,도서벽지,해당없음,19270427,231-27 ,인천광역시 옹진군 자월면 승봉로67번길 43-18 (자월면. 인천주안남초등학교승봉분교),032-629-1240,032-831-7424,http://juannam.icees.kr/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,0,0,0,0,0,2,0,3,0,0,5424,0.0
41,20231001,인천,미추홀구,남부,초등학교,,해당없음,초등학교,인천인주초등학교,본교,공립,,,기존(원)교,특별/광역시,해당없음,19990901,222-22 ,인천광역시 미추홀구 매소홀로475번길 53 (학익동. 인천인주초등학교),032-875-2607,032-875-2688,http://inju-i.icees.kr,28,3,4,5,4,6,6,549,263,286,66,28,38,81,40,41,110,51,59,70,29,41,128,54,74,94,61,33,19.6,41,7,34,36,7,29,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,8.0,2.0,6.0,21.0,2.0,19.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,5,0,5,13.4,16,3,13,4,2,2,15,40,0,7,0,1,12756,22.9
42,20231001,인천,중구,남부,초등학교,,해당없음,초등학교,인천신광초등학교,본교,공립,,,기존(원)교,특별/광역시,해당없음,19580401,223-30 ,인천광역시 중구 인중로 63 (신흥동3가. 신광초등학교),032-882-0474,032-881-8341,http://skes.icees.kr,33,7,5,5,5,6,5,701,341,360,116,57,59,110,53,57,110,45,65,109,59,50,133,67,66,123,60,63,21.2,44,9,35,42,9,33,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,10.0,4.0,6.0,27.0,3.0,24.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2,0,2,15.9,23,5,18,6,3,3,22,36,0,3,0,2,11978,17.0
43,20231001,인천,미추홀구,남부,초등학교,,해당없음,초등학교,인천주안초등학교,본교,공립,,,기존(원)교,특별/광역시,해당없음,19340601,221-56 ,인천광역시 미추홀구 남주길69번길 16 (주안동. 주안초등학교),032-629-0245,032-438-1405,http://juan.icees.kr,37,6,5,6,7,7,6,830,436,394,144,77,67,130,69,61,131,69,62,140,72,68,159,80,79,126,69,57,22.4,53,12,41,49,11,38,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,11.0,5.0,6.0,32.0,4.0,28.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,4,1,3,15.7,20,2,18,3,1,2,20,42,0,11,0,1,16925,25.5
44,20231001,인천,미추홀구,남부,초등학교,,해당없음,초등학교,인천주안남초등학교,본교,공립,,,기존(원)교,특별/광역시,해당없음,19830307,222-28 ,인천광역시 미추홀구 인주대로434번길 11 (주안동. 주안남초등학교),032-629-1166,032-438-9662,http://juannam.icees.kr/,27,4,5,4,4,4,6,553,278,275,65,29,36,92,49,43,82,37,45,91,52,39,97,53,44,126,58,68,20.5,41,9,32,36,7,29,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,9.0,2.0,7.0,20.0,3.0,17.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,5,2,3,13.5,20,4,16,4,3,1,20,38,0,10,0,0,10281,18.5
45,20231001,인천,미추홀구,남부,초등학교,,해당없음,초등학교,인천주안북초등학교,본교,공립,,,기존(원)교,특별/광역시,해당없음,19830301,221-26 ,인천광역시 미추홀구 석정로375번길 14 (주안동. 인천 주안북초등학교),032-867-3160,032-867-8026,http://jab.icees.kr/,22,3,5,3,4,4,3,361,178,183,54,27,27,72,41,31,49,23,26,73,33,40,53,25,28,60,29,31,16.4,30,8,22,29,8,21,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,7.0,5.0,2.0,16.0,2.0,14.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1,0,1,12.0,15,2,13,3,1,2,15,25,0,8,0,1,8432,23.1
46,20231001,인천,동구,남부,초등학교,,해당없음,초등학교,인천창영초등학교,본교,공립,,,기존(원)교,특별/광역시,해당없음,19070506,225-64 ,인천광역시 동구 우각로15번길 16 (창영동.창영초등학교),032-765-4332,032-764-2348,http://changyeong.icees.kr/,14,2,2,3,2,2,3,239,116,123,43,17,26,48,21,27,33,15,18,36,18,18,38,20,18,41,25,16,17.1,20,2,18,19,2,17,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,8.0,0.0,8.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1,0,1,12.0,12,1,11,3,0,3,12,18,0,3,0,24,14007,59.4
47,20231001,인천,중구,남부,초등학교,,해당없음,초등학교,인천하늘초등학교,본교,공립,,,기존(원)교,특별/광역시,해당없음,20130901,223-90 ,인천광역시 중구 은하수로 294 (중산동. 영종하늘초등학교),032-745-6700,032-745-6710,http://sky.icees.kr/,37,6,8,6,5,6,6,912,461,451,155,75,80,181,91,90,148,72,76,132,68,64,152,83,69,144,72,72,24.6,54,14,40,48,13,35,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,13.0,7.0,6.0,29.0,6.0,23.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,6,1,5,16.9,21,2,19,3,0,3,21,45,0,6,0,0,13801,14.8
48,20231001,인천,미추홀구,남부,초등학교,,해당없음,초등학교,인천학익초등학교,본교,공립,,,기존(원)교,특별/광역시,해당없음,19390410,222-11 ,인천광역시 미추홀구 한나루로403번길 122 (학익동. 학익초등학교),032-629-0430,032-865-5795,http://hagik.icees.kr,23,3,5,3,3,5,4,494,248,246,73,34,39,88,44,44,68,39,29,70,28,42,89,46,43,106,57,49,21.5,31,6,25,30,6,24,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,8.0,2.0,6.0,15.0,2.0,13.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1,0,1,15.9,19,4,15,5,2,3,19,22,0,7,0,3,13160,26.7
49,20231001,인천,미추홀구,남부,초등학교,,해당없음,초등학교,인천연학초등학교,본교,공립,,,기존(원)교,특별/광역시,해당없음,19830301,222-22 ,인천광역시 미추홀구 주승로 20 (학익동. 연학초등학교),032-873-1591,032-873-0564,http://yeonhak.icees.kr/main.do,19,4,3,3,3,3,3,336,167,169,50,29,21,52,28,24,62,28,34,58,28,30,59,26,33,55,28,27,17.7,26,3,23,26,3,23,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,6.0,3.0,3.0,15.0,0.0,15.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0,0,0,12.9,17,2,15,3,0,3,17,23,1,6,0,2,12507,43.9
50,20231001,인천,중구,남부,초등학교,,해당없음,초등학교,인천삼목초등학교,본교,공립,,,기존(원)교,특별/광역시,해당없음,20040301,223-65 ,인천광역시 중구 신도시북로 42. 삼목초등학교 (운서동. 인천삼목초등학교),032-746-2812,032-746-2814,http://sm.icees.kr,30,6,4,5,4,5,6,653,338,315,77,40,37,97,52,45,106,53,53,97,52,45,124,54,70,152,87,65,21.8,44,9,35,39,7,32,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,11.0,2.0,9.0,23.0,4.0,19.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,5,2,3,14.8,24,4,20,6,2,4,22,33,0,5,0,0,12370,18.9
51,20231001,인천,미추홀구,남부,초등학교,,해당없음,초등학교,인천학산초등학교,본교,공립,,,기존(원)교,특별/광역시,해당없음,20080301,222-03 ,인천광역시 미추홀구 한나루로357번길 66 (학익동. 학산초등학교),032-865-7515,032-865-7520,http://ihaksan.icees.kr,37,5,6,6,6,7,7,877,416,461,119,57,62,151,75,76,141,67,74,129,60,69,177,80,97,160,77,83,23.7,49,14,35,46,13,33,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,12.0,6.0,6.0,28.0,5.0,23.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,3,1,2,17.9,20,1,19,7,1,6,20,37,0,7,0,7,12078,13.7
52,20231001,인천,미추홀구,남부,초등학교,,해당없음,초등학교,인천경원초등학교,본교,공립,,,기존(원)교,특별/광역시,해당없음,20080301,221-44 ,인천광역시 미추홀구 경인로 511 (주안동. 경원초등학교),032-438-9321,032-438-9324,http://igwon.icees.kr,46,7,6,7,8,8,10,1097,559,538,170,79,91,154,88,66,181,105,76,193,82,111,195,101,94,204,104,100,23.8,70,19,51,61,18,43,1.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,12.0,10.0,2.0,42.0,8.0,34.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,9,1,8,15.7,20,0,20,4,0,4,21,48,0,3,0,5,10201,9.1
53,20231001,인천,중구,남부,초등학교,,해당없음,초등학교,인천운남초등학교,본교,공립,,,기존(원)교,특별/광역시,해당없음,20100301,223-72 ,인천광역시 중구 운남서로 38 (운남동. 운남초등학교),032-746-2190,032-746-2199,http://woonnam.icees.kr/,19,3,2,3,3,4,4,359,191,168,52,21,31,51,29,22,58,32,26,49,30,19,80,40,40,69,39,30,18.9,30,12,18,28,12,16,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,6.0,4.0,2.0,16.0,5.0,11.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,2,0,2,12.0,11,2,9,3,2,1,12,26,0,5,0,1,11335,31.2
54,20231001,인천,동구,남부,초등학교,,해당없음,초등학교,인천동명초등학교,본교,사립,,,기존(원)교,특별/광역시,해당없음,19460301,225-55 ,인천광역시 동구 송림로70번길 10 (송림동. 동명초등학교),032-773-7549,032-766-7549,http://dongmyeong.icees.kr,16,3,3,3,3,2,2,382,204,178,87,46,41,84,44,40,71,36,35,61,35,26,46,22,24,33,21,12,23.9,20,9,11,19,9,10,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,4.0,1.0,12.0,3.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,19.1,3,0,3,3,0,3,4,17,3,7,0,0,9489,24.6
55,20231001,인천,중구,남부,초등학교,,해당없음,초등학교,인성초등학교,본교,사립,,,기존(원)교,특별/광역시,해당없음,19621231,223-15 ,인천광역시 중구 신포로39번길 42 (송학동2가),032-772-2239,032-764-1986,http://insunges.icees.kr,18,3,3,3,3,3,3,489,261,228,84,41,43,84,47,37,84,37,47,84,53,31,80,44,36,73,39,34,27.2,20,8,12,20,8,12,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,4.0,12.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,24.5,9,2,7,2,1,1,9,18,0,12,0,0,2242,4.5
56,20231001,인천,중구,남부,초등학교,,해당없음,초등학교,인천중산초등학교,본교,공립,,,기존(원)교,특별/광역시,해당없음,20190301,223-91 ,인천광역시 중구 두미포로 100 . 인천중산초등학교 (중산동),032-509-3600,032-509-3602,http://ijse.icees.kr,69,10,11,11,12,12,13,1779,905,874,262,142,120,294,144,150,293,147,146,296,140,156,312,159,153,322,173,149,25.8,97,27,70,90,26,64,1.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,12.0,5.0,7.0,71.0,18.0,53.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,2.0,7,1,6,18.3,27,1,26,4,1,3,27,58,0,3,0,3,12843,7.1
57,20231001,인천,부평구,북부,초등학교,,해당없음,초등학교,인천개흥초등학교,본교,공립,,,기존(원)교,특별/광역시,해당없음,19920504,213-55 ,인천광역시 부평구 길주남로 65번길 11 (부평동. 인천개흥초등학교),032-512-9688,032-512-9685,http://igh.icees.kr,17,3,4,2,2,3,3,350,188,162,58,32,26,73,43,30,55,29,26,55,26,29,43,29,14,66,29,37,20.6,29,2,27,25,1,24,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,5.0,0.0,5.0,12.0,0.0,12.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,4,1,3,12.1,15,2,13,3,0,3,15,19,2,7,0,0,10843,30.8
58,20231001,인천,부평구,북부,초등학교,,해당없음,초등학교,인천대정초등학교,본교,공립,,,기존(원)교,특별/광역시,해당없음,19870301,213-81 ,인천광역시 부평구 안남로 115 (산곡동. 인천대정초등학교),032-527-0684,032-527-0686,http://www.daejung.icees.kr/main.do,27,5,4,3,4,6,5,611,321,290,80,44,36,85,45,40,78,47,31,106,53,53,137,70,67,125,62,63,22.6,37,7,30,34,6,28,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,7.0,3.0,4.0,22.0,2.0,20.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,3,1,2,16.5,19,1,18,3,0,3,19,37,0,8,0,0,11510,18.6
59,20231001,인천,부평구,북부,초등학교,,해당없음,초등학교,인천상정초등학교,본교,공립,,,기존(원)교,특별/광역시,해당없음,19890301,214-42 ,인천광역시 부평구 상정로 50 (십정동. 인천상정초등학교),032-431-5302,032-431-5303,http://sje.icees.kr,17,3,2,3,3,3,3,323,179,144,59,36,23,51,28,23,59,37,22,52,23,29,60,34,26,42,21,21,19.0,25,3,22,23,3,20,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,1.0,4.0,13.0,1.0,12.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,2,0,2,12.9,14,3,11,4,1,3,12,17,0,11,0,0,10731,32.7
60,20231001,인천,부평구,북부,초등학교,,해당없음,초등학교,인천갈산초등학교,본교,공립,,,기존(원)교,특별/광역시,해당없음,19930301,213-31 ,인천광역시 부평구 갈월동로 55 (갈산동.갈산초등학교),032-508-5592,032-517-5274,http://igalsan.icees.kr/,16,2,4,3,2,3,2,234,110,124,33,19,14,42,16,26,50,27,23,28,11,17,38,13,25,43,24,19,14.6,24,4,20,21,3,18,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,2.0,3.0,10.0,0.0,10.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3,1,2,9.8,17,1,16,3,0,3,17,16,0,7,0,6,11819,47.9
61,20231001,인천,부평구,북부,초등학교,,해당없음,초등학교,인천갈월초등학교,본교,공립,,,기존(원)교,특별/광역시,해당없음,20010301,213-35 ,인천광역시 부평구 주부토로 165 (갈산동. 인천갈월초등학교),032-507-7109,032-507-7113,http://galwol.icees.kr,28,4,5,4,4,5,6,550,269,281,78,39,39,105,52,53,90,47,43,81,43,38,104,51,53,92,37,55,19.6,40,10,30,38,9,29,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,11.0,4.0,7.0,20.0,3.0,17.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,2,1,1,13.8,19,2,17,4,1,3,20,26,0,7,0,12,13060,23.4
62,20231001,인천,부평구,북부,초등학교,,해당없음,초등학교,인천구산초등학교,본교,공립,,,기존(원)교,특별/광역시,해당없음,19960901,213-45 ,인천광역시 부평구 부개로 93 (부개동. 인천구산초등학교),032-361-0833,032-361-0834,http://igusan.icees.kr/main.do,19,3,3,3,3,4,3,357,192,165,50,31,19,53,28,25,67,33,34,52,29,23,65,36,29,70,35,35,18.8,30,5,25,27,5,22,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,11.0,3.0,8.0,11.0,0.0,11.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,3,0,3,11.9,18,3,15,4,2,2,18,28,0,3,0,0,9500,26.3
63,20231001,인천,부평구,북부,초등학교,,해당없음,초등학교,인천동수초등학교,본교,공립,,,기존(원)교,특별/광역시,해당없음,19910901,214-58 ,인천광역시 부평구 동수로120번길 10 (부개동),032-518-4222,032-518-4168,http://dses.icees.kr,31,5,5,6,4,5,6,609,315,294,103,57,46,104,50,54,104,53,51,91,49,42,103,53,50,104,53,51,19.6,46,11,35,42,10,32,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,10.0,3.0,7.0,25.0,5.0,20.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,4,1,3,13.2,18,5,13,3,3,0,17,32,0,4,0,4,11202,18.0
64,20231001,인천,부평구,북부,초등학교,,해당없음,초등학교,인천동암초등학교,본교,공립,,,기존(원)교,특별/광역시,해당없음,19670302,214-38 ,인천광역시 부평구 동암남로35번길 4 . 동암초등학교 (십정동.동암초등학교),032-424-6670,032-628-0691,http://dongam.icees.kr/main.do,20,3,3,3,3,4,4,349,174,175,61,25,36,47,24,23,49,26,23,61,25,36,69,37,32,62,37,25,17.5,31,4,27,28,4,24,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,8.0,3.0,5.0,14.0,0.0,14.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,3,0,3,11.3,17,3,14,3,1,2,18,19,0,0,0,0,18046,51.7
