,Unnamed: 0,조사기준일,시도,행정구,"교육
(지원)청",학교급,"고등학교
유형",운영상특례,"학교
세부유형",학교명,본분교,설립,주야,"남녀공학
구분",상태,지역규모,통합구분,개교일,우편번호,주소,전화번호,팩스번호,홈페이지,편성학급수_계,1학년_학급수,2학년_학급수,3학년_학급수,4학년_학급수,5학년_학급수,6학년_학급수,학생수_총계_계,학생수_총계_남,학생수_총계_여,1학년_학생수_계,1학년_학생수_남,1학년_학생수_여,2학년_학생수_계,2학년_학생수_남,2학년_학생수_여,3학년_학생수_계,3학년_학생수_남,3학년_학생수_여,4학년_학생수_계,4학년_학생수_남,4학년_학생수_여,5학년_학생수_계,5학년_학생수_남,5학년_학생수_여,6학년_학생수_계,6학년_학생수_남,6학년_학생수_여,"학급당
 학생수",교원수_총계_계,교원수_총계_남,교원수_총계_여,교원수_정규교원_계,교원수_정규교원_남,교원수_정규교원_여,교원수_정규_교장_계,교원수_정규_교장_남,교원수_정규_교장_여,교원수_정규_교감_계,교원수_정규_교감_남,교원수_정규_교감_여,교원수_정규_수석_계,교원수_정규_수석_남,교원수_정규_수석_여,교원수_정규_보직_계,교원수_정규_보직_남,교원수_정규_보직_여,교원수_정규_일반_계,교원수_정규_일반_남,교원수_정규_일반_여,교원수_정규_특수_계,교원수_정규_특수_남,교원수_정규_특수_여,교원수_정규_상담_계,교원수_정규_상담_남,교원수_정규_상담_여,교원수_정규_사서_계,교원수_정규_사서_남,교원수_정규_사서_여,교원수_정규_실기_계,교원수_정규_실기_남,교원수_정규_실기_여,교원수_정규_보건_계,교원수_정규_보건_남,교원수_정규_보건_여,교원수_정규_영양_계,교원수_정규_영양_남,교원수_정규_영양_여,교원수_기간제_계,교원수_기간제_남,교원수_기간제_여,교원1인당 학생수,전체직원_계_x,전체직원_남,전체직원_여,정규직원_계,정규직원_남,정규직원_여,전체직원_계_y,"일반
교실","교과
교실","특별
교실",수준별교실,"기타
교실",교지면적,"학생
1인당
교지면적",lat,lon,법정동코드
152,152,20231001,인천,남동구,동부,초등학교,,해당없음,초등학교,인천고잔초등학교,본교,공립,,,기존(원)교,특별/광역시,해당없음,20090901,216-85 ,인천광역시 남동구 아암대로1503번길 48 . 인천고잔초등학교 (논현동),032-433-0462,032-439-6868,http://kojan.icees.kr/,40,7,6,6,7,7,7,985,501,484,131,60,71,160,83,77,163,91,72,166,70,96,195,101,94,170,96,74,24.6,51,14,37,49,14,35,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,14.0,4.0,10.0,30.0,8.0,22.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2,0,2,19.3,15,0,15,3,0,3,16,40,4,4,0,3,10146,10.3,126.728533569566,37.3929197048285,28200110
156,156,20231001,인천,남동구,동부,초등학교,,해당없음,초등학교,인천신월초등학교,본교,공립,,,기존(원)교,특별/광역시,해당없음,20030901,215-88 ,인천광역시 남동구 인주대로776번길 14 . 인천신월초등학교 (구월동. 신월초등학교),032-629-6100,032-629-6090,http://shinwol.icees.kr,17,2,2,2,3,4,4,304,166,138,35,21,14,46,27,19,39,19,20,61,35,26,58,29,29,65,35,30,17.9,29,8,21,23,6,17,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,12.0,4.0,8.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,6,2,4,10.5,19,5,14,4,2,2,19,20,2,7,0,0,13672,43.3,126.72378193505,37.447592776325,28200101
157,157,20231001,인천,남동구,동부,초등학교,,해당없음,초등학교,인천새말초등학교,본교,공립,,,기존(원)교,특별/광역시,해당없음,20040301,215-25 ,인천광역시 남동구 만수로50번길 12 (만수동. 새말초등학교),032-472-6122,032-472-6125,http://saemal.icees.kr/,22,4,3,3,5,4,3,423,214,209,65,36,29,67,31,36,69,29,40,77,35,42,88,50,38,57,33,24,19.2,33,8,25,30,6,24,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,6.0,1.0,5.0,17.0,4.0,13.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,3,2,1,12.8,17,1,16,3,0,3,17,22,0,9,0,0,8804,20.6,126.733465563495,37.4598556910148,28200103
158,158,20231001,인천,남동구,동부,초등학교,,해당없음,초등학교,인천서창초등학교,본교,공립,,,기존(원)교,특별/광역시,해당없음,20040301,216-05 ,인천광역시 남동구 장아산로174번길 8 (서창동. 서창초등학교),032-465-0226,032-465-0227,http://seochang.icees.kr/,42,6,6,7,5,9,9,952,487,465,132,67,65,147,78,69,162,83,79,126,69,57,189,96,93,196,94,102,22.7,55,14,41,52,14,38,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,12.0,8.0,4.0,34.0,4.0,30.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,3,0,3,17.3,25,3,22,5,2,3,26,51,0,4,0,3,11925,12.3,126.74982627706,37.435891296479,28200105
159,159,20231001,인천,남동구,동부,초등학교,,해당없음,초등학교,인천장도초등학교,본교,공립,,,기존(원)교,특별/광역시,해당없음,20060501,216-62 ,인천광역시 남동구 포구로 112 (논현동. 인천장도초등학교),032-446-9781,032-629-6424,http://jangdo.icees.kr,19,3,3,3,4,3,3,362,186,176,62,31,31,64,32,32,57,27,30,45,23,22,71,35,36,63,38,25,19.1,29,5,24,27,5,22,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,6.0,3.0,3.0,13.0,1.0,12.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,2,0,2,12.5,18,1,17,3,0,3,18,40,0,10,0,1,10145,27.9,126.733625909659,37.4078973876119,28200110
160,160,20231001,인천,남동구,동부,초등학교,,해당없음,초등학교,인천동방초등학교,본교,공립,,,기존(원)교,특별/광역시,해당없음,20060901,216-51 ,인천광역시 남동구 논현역로 31 (논현동. 인천동방초등학교),032-442-0343,032-442-0340,http://www.i-db.icees.kr,32,5,5,4,5,6,7,684,374,310,95,45,50,112,69,43,81,46,35,110,68,42,133,66,67,153,80,73,21.4,42,9,33,40,8,32,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,10.0,4.0,6.0,23.0,2.0,21.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,2,1,1,16.3,21,2,19,3,0,3,21,42,0,2,0,8,10026,14.1,126.71954912574,37.4031607118845,28200110
161,161,20231001,인천,남동구,동부,초등학교,,해당없음,초등학교,인천논현초등학교,본교,공립,,,기존(원)교,특별/광역시,해당없음,20070901,216-64 ,인천광역시 남동구 소래역로 102 (논현동. 논현초등학교),032-446-5191,032-446-5193,http://inh.icees.kr/main.do,28,3,5,4,5,6,5,691,325,366,83,33,50,129,61,68,94,46,48,130,63,67,135,67,68,120,55,65,24.7,36,6,30,35,5,30,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,8.0,3.0,5.0,23.0,1.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1,1,0,19.2,14,1,13,3,1,2,15,30,0,4,0,1,8551,12.4,126.730915403768,37.4053785816482,28200110
162,162,20231001,인천,남동구,동부,초등학교,,해당없음,초등학교,인천은봉초등학교,본교,공립,,,기존(원)교,특별/광역시,해당없음,20070901,216-59 ,인천광역시 남동구 은봉로312번길 11 . 은봉초등학교 (논현동),032-446-5395,032-446-5327,http://ieb.icees.kr/,23,3,4,4,3,5,4,453,231,222,62,28,34,59,30,29,82,36,46,74,40,34,89,46,43,87,51,36,19.7,30,2,28,28,2,26,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,8.0,2.0,6.0,16.0,0.0,16.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,2,15.1,14,1,13,3,1,2,14,23,0,7,0,0,10096,22.2,126.725103386202,37.4054700000253,28200110
163,163,20231001,인천,남동구,동부,초등학교,,해당없음,초등학교,인천정각초등학교,본교,공립,,,기존(원)교,특별/광역시,해당없음,20070901,215-62 ,인천광역시 남동구 구월로 228 (구월동.정각초등학교),032-462-7646,032-462-8155,http://jge.icees.kr,44,6,6,7,8,9,8,1144,605,539,154,77,77,161,91,70,190,98,92,208,114,94,226,125,101,205,100,105,26.0,60,13,47,54,10,44,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,11.0,3.0,8.0,40.0,6.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6,3,3,19.1,20,1,19,5,1,4,20,49,0,5,0,6,11442,10.0,126.71526699645,37.4558680837876,28200101
165,165,20231001,인천,남동구,동부,초등학교,,해당없음,초등학교,인천상아초등학교,본교,공립,,,기존(원)교,특별/광역시,해당없음,20080301,215-48 ,인천광역시 남동구 석산로184번길 66 (간석동. 상아초등학교),032-473-3023,032-473-3030,http://sang-a.icees.kr,33,5,5,6,5,7,5,789,403,386,114,66,48,122,62,60,146,68,78,137,71,66,149,79,70,121,57,64,23.9,45,7,38,39,7,32,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,10.0,4.0,6.0,25.0,2.0,23.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,6,0,6,17.5,19,0,19,4,0,4,19,38,0,2,0,0,7060,9.0,126.711975992206,37.457520399577,28200102
